UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,processed_text
3677,48629,"San Francisco, CA",16-03-2020,"Companies need to develop an underlying consumer-loyalty strategy built around a fluid partnership of products, services, and experiences via @McKinsey #leadership #marketing 
https://t.co/Ceew8pwYZK",Positive,compani need develop underli consumerloyalti strategi built around fluid partnership product servic experi via mckinsey leadership market
3678,48630,"Leicester, England",16-03-2020,"Five million self-employed workers could be forced into debt or having to work while ill https://t.co/za4ubjzbk3

#selfemployed #coronavirus #socialinequality #capitalism",Extremely Negative,five million selfemploy worker could forc debt work ill selfemploy coronaviru socialinequ capit
3679,48631,United States Russia Earth ?,16-03-2020,"@guatezaddy @WholeFoods I am highly susceptible to coronavirus with a pre existing condition that could be a problem for me if I can't get the treatment I would need. 
An extra $2 an hour for putting my life on the line... 
? the grocery store employe",Negative,guatezaddi wholefood highli suscept coronaviru pre exist condit could problem cant get treatment would need extra 2 hour put life line groceri store employ
3680,48632,"Washington, DC",16-03-2020,"Yesterday I spoke with the great American Grocers and Supply Chain Executives. We are confident that supply will continue to meet demand nationwide. These beacons of our community will remain open for you, no matter what. We are working hard to remove any barriers to that effort!",Extremely Positive,yesterday spoke great american grocer suppli chain execut confid suppli continu meet demand nationwid beacon commun remain open matter work hard remov barrier effort
3681,48633,Seattle,16-03-2020,"The @CityofSeattle will begin providing $800 supermarket vouchers to 6,250 families enrolled in city-subsidized childcare and food-assistance programs. Prompt local action and leadership! #COVID2019 #seattlewegotthis",Neutral,cityofseattl begin provid 800 supermarket voucher 6250 famili enrol citysubsid childcar foodassist program prompt local action leadership covid2019 seattlewegotthi
3682,48634,Mars,16-03-2020,I think the companies (finally) giving paid sick leave is wonderful. Thank you. But are they giving grocery store clerks/ gas attendents hazard pay or a shift differential? What about Amazon drivers? They deserve something other than my thanks. #Coronavirus #CoronavirusUSA,Extremely Positive,think compani final give paid sick leav wonder thank give groceri store clerk ga attend hazard pay shift differenti amazon driver deserv someth thank coronaviru coronavirususa
3683,48635,,16-03-2020,"@DeborahMeaden There is this factor also https://t.co/JEYFPmLmlQ

And if people think panic buying is bad now, wait until we actually have food shortages after a no deal.

There will be much violence.",Extremely Negative,deborahmeaden factor also peopl think panic buy bad wait actual food shortag deal much violenc
3684,48636,SHERLOCK HOLMES: Consulting Detective. Calculating Machine. Logician. Frugal Tastes. Egotistical. Righteous. Cigars. Persian Slippers. Bohemian.,16-03-2020,"An elderly Londoner lady, speaks out about corona:
Warning: Her lingua franca is arguably, a tad exotic. https://t.co/HdDQgVPqPX",Negative,elderli london ladi speak corona warn lingua franca arguabl tad exot
3685,48637,,16-03-2020,"@gtconway3d STOP! DJT. Turn your attention to and focus on the C/Virus, COVID-19. Where are the masks, test kits, PPEs, food for disadvantaged school children, where are the test sites? Leave the stock market alone",Extremely Negative,gtconway3d stop djt turn attent focu cviru covid19 mask test kit ppe food disadvantag school children test site leav stock market alon
3686,48638,"Nyali, Kenya",16-03-2020,Hike the prices of mask ? and Sanitizers for now so the common Mwanainchi does afford Lakni tutapatana after the situation is contained.. They will expire kwa your shelves .. #coronaviruskenya #Covid_19,Neutral,hike price mask sanit common mwanainchi afford lakni tutapatana situat contain expir kwa shelv coronaviruskenya covid19
3687,48639,"The Heartland, USA",16-03-2020,"The #Coronavirus pandemic will impact all sectors &amp; disrupt the supply/demand sides of the economy.

Spending on transportation, food services, accommodation &amp; recreation account for 13.6% of personal consumption, which is plummeting amidst biz closures.
https://t.co/qMCB7dIfgd",Negative,coronaviru pandem impact sector amp disrupt supplydemand side economi spend transport food servic accommod amp recreat account 136 person consumpt plummet amidst biz closur
3688,48640,"Regina, SK",16-03-2020,Regina Food Bank anticipating more demand and use but less supply and donations because of #COVID-19. #skpoli #cnpoli #yqr https://t.co/T6dAYuLP7p,Negative,regina food bank anticip demand use less suppli donat covid19 skpoli cnpoli yqr
3689,48641,Tonbridge. ,16-03-2020,online shopping A solution instead of waiting for hours in line in supermarkets,Positive,onlin shop solut instead wait hour line supermarket
3690,48642,,16-03-2020,Collected my weekly Click Collect shopping today easiest way with two children under 2yrs No baby formula The assistant said many people are stockpiling and some are buying it to sell online for profit Shame on you,Positive,collect weekli click collect shop today easiest way two children 2yr babi formula assist said mani peopl stockpil buy sell onlin profit shame
3691,48643,San Francisco Bay area ,16-03-2020,#sanfranciscoand #bayarea residents: grocery stores are going to operate during the shutdown. Please do not panic and hoard. Please share the food with others who might genuinely need it. #donthoard #coronavirus #CoronavirusOutbreak #COVID19 #COVID2019 #Share #ktvu,Extremely Positive,sanfranciscoand bayarea resid groceri store go oper shutdown pleas panic hoard pleas share food other might genuin need donthoard coronaviru coronavirusoutbreak covid19 covid2019 share ktvu
3692,48644,East Los Angeles,16-03-2020,"With all this chaos with #coronavirus 
Please don't forget to stock up on food for your pets
It's gonna get interesting in the next few weeks",Negative,chao coronaviru pleas dont forget stock food pet gon na get interest next week
3693,48645,,16-03-2020,"Went to my local Indian grocery store and their shelves were full of supplies same as the local Guatemalan grocery store. Try those places instead of the Acme, shop rite, giant etc... #Covid_19",Neutral,went local indian groceri store shelv full suppli local guatemalan groceri store tri place instead acm shop rite giant etc covid19
3694,48646,"Maryland, USA",16-03-2020,"People are struggling because of covid-19. It is even more difficult when you have outstanding debt, but now no way to pay. This is why I am asking you to sign this petition that would push legislation that would put a stay on debt during the crisis! SIGN:
https://t.co/dS9sTjB41U",Extremely Negative,peopl struggl covid19 even difficult outstand debt way pay ask sign petit would push legisl would put stay debt crisi sign
3695,48647,"Norwich, England",16-03-2020,"Urban Outfitters, Nike, and 14 other major retailers are temporarily closing stores in an unprecedented move to prevent the spread of the #coronavirus

?? https://t.co/dwqSlFxPS4

#Retail https://t.co/JqAuvFdHxF",Neutral,urban outfitt nike 14 major retail temporarili close store unpreced move prevent spread coronaviru retail
3696,48648,"New Jersey, USA",16-03-2020,Do you have a brick and mortar store only? Now's a great time to add an online store for your business. #covid19 #coronavirus #payments #retail #ecommerce #merchantservices #merchantaccount #business #smallbiz https://t.co/z4JlGCn3Hk,Extremely Positive,brick mortar store now great time add onlin store busi covid19 coronaviru payment retail ecommerc merchantservic merchantaccount busi smallbiz
3697,48649,"Cincinnati, OH",16-03-2020,"Out of an abundance of caution, we are temporarily closing the InsideOut Studio retail store in Hamilton amid the COVID-19 response. For up-to-date information on Easterseals programs, visit us online at https://t.co/tlFk25GyBL. 

@butlercountyDD @HamiltonOh @ButlercoOhio https://t.co/li9ONH6jyb",Neutral,abund caution temporarili close insideout studio retail store hamilton amid covid19 respons uptod inform easters program visit us onlin butlercountydd hamiltonoh butlercoohio
3698,48650,Canada,16-03-2020,"Coronavirus is taking over all aspects of the food news world lately. Not surprising, but what IS surprising is the @NHLFlames not being willing to support their stadium staff. That story and more in our latest ICYMI! #ShameTheFlames 

https://t.co/0qtZJrZ72n",Positive,coronaviru take aspect food news world late surpris surpris nhlflame will support stadium staff stori latest icymi shametheflam
3699,48651,,16-03-2020,If you re coming to a retail store that sells non essential items and then getting mad when we tell you that we can t do certain things bc of or if you get mad at the idea of touching the pinpad yourself to pay for your non essential products YOU SUCK,Extremely Negative,come retail store sell non essenti item get mad tell certain thing bc get mad idea touch pinpad pay non essenti product suck
3700,48652,Middlesbrough,16-03-2020,People on Facebook posting photos of empty shelves and complaining that there is no pasta or milk. Then in the same posted stating they only thats all they came in for. Your the problem. #StopPanicBuying #coronavirus,Extremely Negative,peopl facebook post photo empti shelv complain pasta milk post state that came problem stoppanicbuy coronaviru
3701,48653,USA,16-03-2020,"He's f up! For real. This country is fucked. Buy guns and ammo. Stock up on food and water. THEY let this virus loose on the world. PRAY!!!

 #coronavirus",Negative,he f real countri fuck buy gun ammo stock food water let viru loos world pray coronaviru
3702,48654,Finland,16-03-2020,"So, my foreign husband went to the store to stock up. He was afraid we'd run out of food if worse comes to worst. What we got was several eggplants, eggs, pre-baked French loafs and 1 kg of potatoes. This has to do. #COVID2019",Extremely Negative,foreign husband went store stock afraid wed run food wors come worst got sever eggplant egg prebak french loaf 1 kg potato covid2019
3703,48655,"Newcastle Upon Tyne, England",16-03-2020,"@jamiegenevieve can you please sign this petition regarding opening the supermarkets to the elderly first please? Lots of love x
https://t.co/PRShz6mQsg",Extremely Positive,jamiegeneviev pleas sign petit regard open supermarket elderli first pleas lot love x
3704,48656,"Santa Barbara, CA",16-03-2020,"#COVID19 is creating challenges &amp; opportunities for food cos, with panic buying prompting mayhem in stores and surging online sales, while instore demo cos have seen business fall off a cliff &amp; small brands are suffering from canceled meetings, events https://t.co/0c9mIGK7Zs https://t.co/QMtz80WPzV",Negative,covid19 creat challeng amp opportun food co panic buy prompt mayhem store surg onlin sale instor demo co seen busi fall cliff amp small brand suffer cancel meet event
3705,48657,"Lafayette, LA",16-03-2020,"Everyone also thank your grocery store workers, they are working very hard to give you everything you need during this time and they HAVE to stay open too. He just got done with a 13 hour shift and is exhausted. #CoronavirusOutbreak #Covid_19 https://t.co/a2iN8A2vSC",Negative,everyon also thank groceri store worker work hard give everyth need time stay open got done 13 hour shift exhaust coronavirusoutbreak covid19
3706,48658,"Elk Grove, California",16-03-2020,"Video; High-volume grocery store in @CityofElkGrove controls access, certain supplies diminish #InElkGrove
#coronavirus #COVID2019 
https://t.co/0o6elzX24f https://t.co/yEqChlnQt1",Positive,video highvolum groceri store cityofelkgrov control access certain suppli diminish inelkgrov coronaviru covid2019
3707,48659,"Fort myers, fl",16-03-2020,Just been to and got what i needed for dinner doesn t it look delicious,Positive,got need dinner look delici
3708,48660,"Shenzhen, China",16-03-2020,This is how we do grocery shopping in Wuhan. #Wuhan #coronavirus #StockUp #COVID19 https://t.co/NYT3HXZYYo,Neutral,groceri shop wuhan wuhan coronaviru stockup covid19
3709,48661,Liverpool,16-03-2020,#Coronavirus boris is now going to make people panic buy even more with his suggestion orlf everyone in the house isolating and not even going out to buy food (the latter isn't even done in lock down countries) For fuck sake.,Extremely Negative,coronaviru bori go make peopl panic buy even suggest orlf everyon hous isol even go buy food latter isnt even done lock countri fuck sake
3710,48662,"Cincinnati, OH",16-03-2020,#Coronavirus continues to effect #retail ... including in-store experiences https://t.co/OQNMkC7I1O,Neutral,coronaviru continu effect retail includ instor experi
3711,48663,"Moscow, Russia",16-03-2020,"Just got back from the UK, where #COVID2019 panic buying is seemingly not just about toilet paper and pasta. 

Its about *tea* as well. In this supermarket aisle, only decaf remained. ???????????? https://t.co/b7NXQGgqf4",Negative,got back uk covid2019 panic buy seemingli toilet paper pasta it tea well supermarket aisl decaf remain
3712,48664,Where The Magic Happens,16-03-2020," Distance Learning for Educational Institutes .
 Working Remotely for Full Time Jobs.
 Digitalization for Requesting Services.
 Online Shopping and Shipping.
 Automation and IoT Controllers.

- can we make this behavior permanent ? Its saving us !

#CoronaVirus ?",Neutral, distanc learn educ institut  work remot full time job  digit request servic  onlin shop ship  autom iot control make behavior perman it save us coronaviru
3713,48665,,16-03-2020,Dear Malaysians no need panic buy Our country have lots of food amp soap dettol factories and toilet paper factories and tissue factories and the top most rubber gloves factories in Asia world we also have face mask factories after this they cannot export anymore 19,Negative,dear malaysian need panic buy countri lot food amp soap dettol factori toilet paper factori tissu factori top rubber glove factori asia world also face mask factori export anymor 19
3714,48666,"Trondheim, Norway",16-03-2020,"Never thought I would post something like this... but maybe those people buying all the TP in the supermarket can rather try this???
How to make your own toilet paper! 
#CoronaCrisis
#ToiletPaperApocalypse 
#ToiletPaperPanic 
??
https://t.co/W8SzaoifZt https://t.co/fU5a8iM6Na",Positive,never thought would post someth like mayb peopl buy tp supermarket rather tri make toilet paper coronacrisi toiletpaperapocalyps toiletpaperpan
3715,48667,East Tennessee,16-03-2020,"As an additional support measure for our members during the development of COVID-19, Enrichment FCU is increasing consumer credit card limits by $1000, effective March 16, 2020 Please visit our website for more information and details. https://t.co/mJxhNxUfA7",Extremely Positive,addit support measur member develop covid19 enrich fcu increas consum credit card limit 1000 effect march 16 2020 pleas visit websit inform detail
3716,48668,"Argyle, TX",16-03-2020,Walking through my supermarket in this time of covid -19.  I have discovered that people dont like okra. Who knew.,Positive,walk supermarket time covid 19 discov peopl dont like okra knew
3717,48669,Coming There ?,16-03-2020,Please Please Don t Ignore My Tweet Plzzz Note That Don t use Online Shoping Its a Fastest And Easy Way For Spreading COVID 19 Reach to You Say No To Online Shopping,Positive,pleas pleas ignor tweet plzzz note use onlin shope fastest easi way spread covid 19 reach say onlin shop
3718,48670,"winnipeg, manitoba, canada",16-03-2020,"During COVID-19 Shopping online will seem so convenient but please try to shop local to help our communities. 

Also https://t.co/GN7NnE6aYv has next business day shipping for most canadiens (w/ no prime fees)",Positive,covid19 shop onlin seem conveni pleas tri shop local help commun also next busi day ship canadien w prime fee
3719,48671,,16-03-2020,Go ahead and sign-up for PayPal. Makes shopping online and supporting small businesses that arent able to get foot traffic that much easier! #coronavirus,Extremely Positive,go ahead signup paypal make shop onlin support small busi arent abl get foot traffic much easier coronaviru
3720,48672,Malaysia,16-03-2020,19 Malaysia s supermarket should also dedicate special hours only for the elderly and OKU They too need to buy the necessary without going through masses at this difficult time May Allah swt grant ease to everyone Aamiin,Positive,19 malaysia supermarket also dedic special hour elderli oku need buy necessari without go mass difficult time may allah swt grant eas everyon aamiin
3721,48673,"Portland, ME",16-03-2020,@PokemonGoApp @NianticHelp #coronavirus #PokemonGo #Niantic #QuarantineLife Oh c'mon Niantic!!! Really?!!! People can't go outside and this is what you respond?!? Like the increase in food prices right now. Shame shame shame... https://t.co/inyVkT2Fnl,Extremely Negative,pokemongoapp niantichelp coronaviru pokemongo niantic quarantinelif oh cmon niantic realli peopl cant go outsid respond like increas food price right shame shame shame
3722,48674,"Guelph, Canada",16-03-2020,"2/9 We live in a wondrous age when global supply chains seamlessly link farmers and consumers and companies work hard to keep inventories low, timing shipments to balance supply and demand using knife-edge accuracy.
#covid19, #foodsystems 
https://t.co/a1cDNNAzai",Negative,29 live wondrou age global suppli chain seamlessli link farmer consum compani work hard keep inventori low time shipment balanc suppli demand use knifeedg accuraci covid19 foodsystem
3723,48675,"Brooklyn, NY",16-03-2020,"oh my god, the chicago aquarium closed due to coronavirus, so they let the penguins run around and check out the other exhibits. (staff was present.) https://t.co/YGa8CugymE",Positive,oh god chicago aquarium close due coronaviru let penguin run around check exhibit staff present
3724,48676,,16-03-2020,"Govt should understand....
It's not about consumer spending, its all about Concrete action to fight against Covid-19.

Salt in toothpaste ?",Negative,govt understand consum spend concret action fight covid19 salt toothpast
3725,48677,Tallahassee,16-03-2020,"While neither the @CDCgov nor @US_FDA shows evidence that #COVID19 can be transmitted in fresh produce (or any other food), we still recommend washing all fresh fruit and vegetables under running water.

For more #coronavirus food safety tips, visit https://t.co/vgf7VwCCYJ. https://t.co/LWQTKgcDSL",Extremely Positive,neither cdcgov usfda show evid covid19 transmit fresh produc food still recommend wash fresh fruit veget run water coronaviru food safeti tip visit
3726,48678,Canada,16-03-2020,"FP Canada consumer advocate, @KelleyKeehn, discusses how to navigate your personal finances through the coronavirus uncertainty. Via @BNNBloomberg https://t.co/XcpF1OBhWK",Negative,fp canada consum advoc kelleykeehn discuss navig person financ coronaviru uncertainti via bnnbloomberg
3727,48679,"North Carolina, USA",16-03-2020,"Here is an updated list of states and cities that have closed dine-in services 

https://t.co/Z6VIWjNDWY",Neutral,updat list state citi close dinein servic
3728,48680,United States,16-03-2020,"How does the Google/Verily COVID-19 screening website comply with the California Consumer Privacy Act? (Seriously, Im not a lawyer, can someone explain this to me?) https://t.co/113URYZoL8",Negative,googleverili covid19 screen websit compli california consum privaci act serious im lawyer someon explain
3729,48681,"Bloomington, Illinois",16-03-2020,"The @foodintegrity Consumer Trust Insights Council (CTIC) members say the #coronavirus pandemic accelerated a homing trend thats been growing the last few years. #COVID-19
 https://t.co/J9WAthV9C0",Extremely Positive,foodintegr consum trust insight council ctic member say coronaviru pandem acceler homing trend that grow last year covid19
3730,48682,"Toronto, Canada",16-03-2020,Impacts of corona virus according to economist Dr Abid Suleri on Pakistan stock exchange Dollar rate rupee s value petroleum prices,Positive,impact corona viru accord economist dr abid suleri pakistan stock exchang dollar rate rupe valu petroleum price
3731,48683,"Hackney, London",16-03-2020,"There is enough for everyone, please don't hoard. #Coronavirus: Europe calls for calm as #food shortage fears spark panic buying https://t.co/SufHnQVuwz",Negative,enough everyon pleas dont hoard coronaviru europ call calm food shortag fear spark panic buy
3732,48684,Leeds,16-03-2020,This panic buying is ridiculous!! Cannot buy baby formula now.. Can't even buy food to feed the pets! We are all going to starve to death before this virus kills us if we are this stupid ?? #THINK #coronavirus #COVID19 #COVID?19 #StopPanicBuying #StopHoarding,Extremely Negative,panic buy ridicul buy babi formula cant even buy food feed pet go starv death viru kill us stupid think coronaviru covid19 covid19 stoppanicbuy stophoard
3733,48685,"Distrito Federal, México",16-03-2020,Travelling back from Panama all public areas closed including beaches max 50 people in a supermarket and people waiting outside must be 1m apart everyone asked to stay at home and arriving in Mexico corona virus  ,Neutral,travel back panama public area close includ beach max 50 peopl supermarket peopl wait outsid must 1m apart everyon ask stay home arriv mexico corona viru
3734,48686,London,16-03-2020,The extraordinarily talented @moojevons is at the ready to stock freezers with delicious homemade food. As chefs go shes ???? - please get in touch with your orders! @moojevcatering #food #covid?19uk #coronavirus #StayTheFHome #schoolclosure https://t.co/drx5D1zL7P https://t.co/m2id6u42dR,Extremely Positive,extraordinarili talent moojevon readi stock freezer delici homemad food chef go she pleas get touch order moojevcat food covid19uk coronaviru staythefhom schoolclosur
3735,48687,"San Jose, CA",16-03-2020,"#eCommerce numbers skyrocket as #COVID19 fears urge consumers to stay at home and stockpile; US online spending up 52%:

#CoronaVirus #Shipping #SupplyChain #Retail  https://t.co/sBiXXIktQp",Negative,ecommerc number skyrocket covid19 fear urg consum stay home stockpil us onlin spend 52 coronaviru ship supplychain retail
3736,48688,somewhere Around u. ATD,16-03-2020,When there's much need of hamd sanitizers companies are stocking them off the shelf so they can sell on high prices. Yh hal h Pakistanio as a nation  @WaseemBadami why don't u put a low price tag on ur sanitizer #PSL2020 #CoronavirusOutbreak #coronavirusinpakistan #COVID2019,Negative,there much need hamd sanit compani stock shelf sell high price yh hal h pakistanio nation waseembadami dont u put low price tag ur sanit psl2020 coronavirusoutbreak coronavirusinpakistan covid2019
3737,48689,Ireland,16-03-2020,"?? Information from the Competition and Consumer Protection Commission (CCPC) @CCPCIreland for those with package holiday bookings. #COVID?19 

https://t.co/c5T3tcCL2D",Positive,inform competit consum protect commiss ccpc ccpcireland packag holiday book covid19
3738,48690,"Sabah, Malaysia ??",16-03-2020,"saw my parents' face when they take me out to buy essential things and food stocks (not panic buying but i have to), they look worried n sad. my dad keep advicing me this n that. it broke my heart to see them like this. i hate Covid-19 ?",Extremely Negative,saw parent face take buy essenti thing food stock panic buy look worri n sad dad keep advic n broke heart see like hate covid19
3739,48691,,16-03-2020,"2 Weeks #Lockdown! - #PANIC &amp; #Confusion Continue Before And After PM Muhyiddin Announced The ""Big News"" - https://t.co/VhNX1RJWTQ #Coronavirus #MalaysiaLockDown #LockDownMalaysia #COVID19 #Virus #Outbreak #Tabligh #SriPetaling #Mosque #Religious #Shutdown #PanicBuying #Food https://t.co/YwdQssjQaq",Neutral,2 week lockdown panic amp confus continu pm muhyiddin announc big news coronaviru malaysialockdown lockdownmalaysia covid19 viru outbreak tabligh sripet mosqu religi shutdown panicbuy food
3740,48692,Singapore,16-03-2020,"#Malaysia to curb movement for 2 weeks from Wednesday to contain #coronavirus; #Singapore govt has been working with firms to increase stock of food and essential supplies over last 2 months, so the island is not in danger of running out. https://t.co/NkgJx6q5gV",Extremely Positive,malaysia curb movement 2 week wednesday contain coronaviru singapor govt work firm increas stock food essenti suppli last 2 month island danger run
3741,48693,"London, England",16-03-2020,"#coronavirus has put many forms of consumer and business activities to a halt. So what will happen to #lettings and #propertymanagement, both being highly personal services? https://t.co/UJhBOgcp2Y",Neutral,coronaviru put mani form consum busi activ halt happen let propertymanag highli person servic
3742,48694,"Big Pine Key, FL",16-03-2020,"13,200 workers in #FloridaKeys serve restaurants/hotels earning &lt;50% Average. Call your reps to demand they pass #FamiliesFirst #coronavirus bill: free testing, 14 days paid sick leave, 3-mo paid family leave, unemployment insurance, food security &amp; Medicaid - (202) 224-3121 https://t.co/EBntDWncel",Negative,13200 worker floridakey serv restaurantshotel earn lt50 averag call rep demand pass familiesfirst coronaviru bill free test 14 day paid sick leav 3mo paid famili leav unemploy insur food secur amp medicaid 202 2243121
3743,48695,"Cherokee National Forest,TN/NC",16-03-2020,"Food bank expects heightened demand, change in distribution methods due to COVID-19

(Via WJHL News) https://t.co/5LNbRk0fyN",Negative,food bank expect heighten demand chang distribut method due covid19 via wjhl news
3744,48696,"Crawley, UK",16-03-2020,"#Coronavirus concerns, sparking panic buying have forced manufacturers, distributors and retailers into special measures to manage the spending surge https://t.co/cFzN54HqwR https://t.co/zd99VP97Vh",Negative,coronaviru concern spark panic buy forc manufactur distributor retail special measur manag spend surg
3745,48697,,16-03-2020,Want to know which fast-food chains pay their workers sick leave? @CSPI dishes: https://t.co/fU0DP290eK,Negative,want know fastfood chain pay worker sick leav cspi dish
3746,48698,,16-03-2020,"With news of #coronavirus spreading in New York, We started upping our orders of non-perishables  beans, grains, pasta and tomato products are big sellers  and we stopped having shortages.

Read @ElizabethRoyte's piece in Ag Insider to learn more: 

https://t.co/G4zoWppPSr https://t.co/ScViDDNHTx",Negative,news coronaviru spread new york we start up order nonperishables  bean grain pasta tomato product big seller  and stop shortages read elizabethroyt piec ag insid learn
3747,48699,"800 Tidewater Dr, Norfolk, VA",16-03-2020,"With an increased demand in food due to COVID-19, we are preparing to launch alternative methods of distribution to get food safely to communities. Donations are critical to providing meals for seniors, children and low-income families. Donate at https://t.co/GC14pGJ1J1",Positive,increas demand food due covid19 prepar launch altern method distribut get food safe commun donat critic provid meal senior children lowincom famili donat
3748,48700,,16-03-2020,"Its good to prepare, but please do so responsibly and keep other Ontarians in mind. Our grocers are working hard to keep pace with increased demand. And where possible, continue to support Ontario food businesses. https://t.co/MJf7S1Sq0h",Extremely Positive,it good prepar pleas respons keep ontarian mind grocer work hard keep pace increas demand possibl continu support ontario food busi
3749,48701,HeavenlyCourt Celestial ,16-03-2020,National Consumer Disputes Redressal Commission Adjourns Today s matters to July,Negative,nation consum disput redress commiss adjourn today matter juli
3750,48702,,16-03-2020,"@dennissayss @hyyh_r @moneycaa yeah sure. banks are willing to work with people if they have problems paying due to covid-19, but they are not freezing mortgage payments altogether. that would be huge

https://t.co/o3UFd3nrqx",Positive,dennissayss hyyhr moneycaa yeah sure bank will work peopl problem pay due covid19 freez mortgag payment altogeth would huge
3751,48703,"Los Angeles, CA",16-03-2020,Latest list of #retailers temporarily closing stores and reducing hours due to #Coronavirus #pandemic @knx1070 @mottekonmoney ?@VickyMooreNews? ?@KNXDickHelton? #LosAngeles #consumers #retail  https://t.co/UNRkVotGfN,Neutral,latest list retail temporarili close store reduc hour due coronaviru pandem knx1070 mottekonmoney vickymoorenew knxdickhelton losangel consum retail
3752,48704,"Chadds Ford, PA",16-03-2020,Important information from the Federal Trade Commission on avoiding COVID-19 scams! https://t.co/odJMOh7NgW https://t.co/FNZMK1AZ48,Extremely Negative,import inform feder trade commiss avoid covid19 scam
3753,48705,"Los Altos, CA",16-03-2020,"What to do in PPC with so much uncertainty and constant flux in consumer and competitor behavior? Luckily, I think some old best practices still make sense. Now it's more important than ever to actually do these 5 things in our accounts:

https://t.co/78DvToMQ8x",Extremely Positive,ppc much uncertainti constant flux consum competitor behavior luckili think old best practic still make sens import ever actual 5 thing account
3754,48706,Just past Daisys green light,16-03-2020,"@SRuhle @NormOrnstein Gee, I dont remember airlines improving the customer experience during the period they were allowed to merge and basically create protected markets for themselves.  No $$ should go to them without consumer reforms. #COVID2019 #pani",Extremely Positive,sruhl normornstein gee dont rememb airlin improv custom experi period allow merg basic creat protect market go without consum reform covid2019 pani
3755,48707,"ÜT: 3.099457,101.681025",16-03-2020,"New Yorkers are loading up on food, toilet paper and disinfectant - if they could still find it after three days of widespread panic buying. #FMTNews #FMTLifestyle #NewYork #Virus  https://t.co/EBrMjdeIur",Negative,new yorker load food toilet paper disinfect could still find three day widespread panic buy fmtnew fmtlifestyl newyork viru
3756,48708,New York City,16-03-2020,Yes your money is covered in germs No isn t making it worse My latest for looks at just how dirty our money is whether you should be shopping online and how to stay safe With help from epidemiologist,Neutral,ye money cover germ make wors latest look dirti money whether shop onlin stay safe help epidemiologist
3757,48709,"Denver, Colorado",16-03-2020,"#Coronavirus, or COVID-19, will greatly affect the global #economy. Is your business #digital strategy prepared? https://t.co/olJ1AinG03",Positive,coronaviru covid19 greatli affect global economi business digit strategi prepar
3758,48710,,16-03-2020,"Our latest report ""How department stores and shopping malls ramp up online initiatives to mitigate the disruption caused by COVID-19"" is now released! https://t.co/zd1JigZrQF",Negative,latest report depart store shop mall ramp onlin initi mitig disrupt caus covid19 releas
3759,48711,,16-03-2020,Class suspension keeps me from being infected by COVID-19 but makes me susceptible to online shopping and prone to being broke. ?????,Extremely Negative,class suspens keep infect covid19 make suscept onlin shop prone broke
3760,48712,Los Angeles,16-03-2020,"?@NYSE? + ?@Nasdaq? Need to Be Temporarily Closed ?@realDonaldTrump? ?@VP? as stock gyrations based on no facts:Fed slashes rates again. #tech #biotech #coronavirus
#COVID19 #Italy #China #UK #foodie #food #vegan #health #healthcare https://t.co/1QALqyAmAC",Negative,nyse nasdaq need temporarili close realdonaldtrump vp stock gyrat base factsf slash rate tech biotech coronaviru covid19 itali china uk foodi food vegan health healthcar
3761,48713,"Merton, London",16-03-2020,"While we all post about being kind to others..

I have seen customer really going at it with staff of #Lidil, #Tesco, #Boots, #sainsburys etc. They are #human and only doing their job, they know as much as you about supplies &amp; food stock.

Dont be a #COVID-19 bully! #coronavirus",Positive,post kind other seen custom realli go staff lidil tesco boot sainsburi etc human job know much suppli amp food stock dont covid19 bulli coronaviru
3762,48714,Boston,16-03-2020,STAYING HOME DUE TO CORONAVIRUS? https://t.co/iADgPkwumc  Here's What to Stock Up On! via @NBCNews #coronavirus #Covid-19 #virus #pandemic #food #nutrition #safety #health #healthy #shopping,Neutral,stay home due coronaviru  here stock via nbcnew coronaviru covid19 viru pandem food nutrit safeti health healthi shop
3763,48715,N 34°1' 0'' / W 118°24' 0'',16-03-2020,La Habra supermarket offers special hours for seniors amid COVID-19 crisis | KTLA https://t.co/Ibc9Yo2WSd,Negative,la habra supermarket offer special hour senior amid covid19 crisi ktla
3764,48716,,16-03-2020,@AsdaServiceTeam huge respect to CEO Roger to be the first big 4 to email all customers at this unsettling time ?????? wish more people would listen!! #StopPanicBuying #coronavirus #asda #littlethings,Extremely Positive,asdaserviceteam huge respect ceo roger first big 4 email custom unsettl time wish peopl would listen stoppanicbuy coronaviru asda littleth
3765,48717,"Oakland, CA",16-03-2020,"No toilet paper at Trader Joe's; employee said it's ""at the warehouse."" After TJ's, I went to Target across the street &amp; overheard an employee say people lined up at 7am to get in. Between TJ's, Target &amp; a before-work trip to Lucky Supermarket, I'm OK for now. #COVID2019 #BayArea",Positive,toilet paper trader joe employe said warehous tj went target across street amp overheard employe say peopl line 7am get tj target amp beforework trip lucki supermarket im ok covid2019 bayarea
3766,48718,,16-03-2020,Wonder how well the #CoronaVirus #ChinaVirus is effecting the #rothschild clan. Did they sell a heap of shares and buy them back soon at rock bottom prices while we all suffer.,Negative,wonder well coronaviru chinaviru effect rothschild clan sell heap share buy back soon rock bottom price suffer
